split,resolution,manifest_index,image_path,image_sha256,file_stem,traffic_type,label,variant,hardware_source,original_width,original_height,resized_width,resized_height,canvas_width,canvas_height,pad_left,pad_right,pad_top,pad_bottom,horizontal_padding,aspect_width_error_pixels,padding_max_abs_normalized,tensor_sha256
project_train,r256,12,train/attack/digital_2/huawei/arabic-005_03.jpg,510d0438f0a7f84da3a8c338f879ac6791acb770e7a412f69c9894445030a96a,arabic-005_03,attack,1,digital_2,huawei,3068,1882,417,256,432,256,7,8,0,0,15,0.326248671626,0,8460597c356e88d58d9b41b76d3f34c93e151f48bac79b6a130acfe6ea9e94b2
project_train,r256,13,train/attack/digital_2/iphone15pro/arabic-005_03.jpg,d52070b65eaf51e45d58a18212320d55b5ae62962e6abd88115222caebd94c59,arabic-005_03,attack,1,digital_2,iphone15pro,2743,1703,412,256,432,256,10,10,0,0,20,0.335877862595,0,8b462200e77192d50d2dd6c423c3ceab2d6335296c56afb2b55ce5a3ef8c9356
project_train,r256,14,train/attack/digital_2/scan/arabic-005_03.jpg,fb91274f4b1423942ba2c1847374d096968f5e958cdb6b627347630f5ec2b430,arabic-005_03,attack,1,digital_2,scan,2001,1248,410,256,432,256,11,11,0,0,22,0.461538461538,0,ef4caa5845496ce28a392c3e4fb403d3f2ec8947ad3a0fc69057c4207da6b24e
project_train,r256,15,train/bonafide/huawei/arabic-005_03.jpg,e94b0ff71e2a8eaf68e5d0932e4d96804385ba4f70cd24f3132cf8e898d01d19,arabic-005_03,bonafide,0,,huawei,3068,1882,417,256,432,256,7,8,0,0,15,0.326248671626,0,efa22ce1fcbfac93e9eb14553c763608e2142dd3a9076b82bdb55ddbe868504f
project_train,r256,16,train/bonafide/iphone15pro/arabic-005_03.jpg,0f1c951169aaab77ce868e4cb066958426a2e2aa5a02fb896c45662da887078c,arabic-005_03,bonafide,0,,iphone15pro,2743,1703,412,256,432,256,10,10,0,0,20,0.335877862595,0,571913c6fec754b15703f1ae272b0a4725cbecf37247d87085fd37dd3749bbc5
project_train,r256,17,train/bonafide/scan/arabic-005_03.jpg,7839393aeadbc2c9cbdebc4c72b5d61d6d7f48b2ba3b193e48207b330da5ff53,arabic-005_03,bonafide,0,,scan,2001,1248,410,256,432,256,11,11,0,0,22,0.461538461538,0,fe12c23e1dc98651a309ff6591ef1f2a0d3708994d07574789b4fb3cbaf054ee
project_train,r256,18,train/attack/digital_1/huawei/arabic-112_03.jpg,29b0053486f492d98eff55215576e7ccb15ebcbcd43d56744ec451e55c2bc61d,arabic-112_03,attack,1,digital_1,huawei,3186,1977,412,256,432,256,10,10,0,0,20,0.552352048558,0,215b9a6c2c8e943d9e47e25ca42da4c175d74d2d92b6d42aa2f72c6079de4cd1
project_train,r256,19,train/attack/digital_1/iphone15pro/arabic-112_03.jpg,46e03263cb7f8efda5418b240602241020ad024a00cf181a2c93bc7c414d490c,arabic-112_03,attack,1,digital_1,iphone15pro,2776,1768,401,256,432,256,15,16,0,0,31,0.954751131222,0,0c9ee78201e2b5079b83f3f3d9c2ac5990810198de0cf86b67b940fbe3cd2518
project_train,r256,20,train/attack/digital_1/scan/arabic-112_03.jpg,c13751542fc56a6db589d8d18d88b7d5f8e8d9191fc7cb8a4ba5c90e09fb35b1,arabic-112_03,attack,1,digital_1,scan,1999,1244,411,256,432,256,10,11,0,0,21,0.369774919614,0,f2052c53d3c157876d8369e2bd7816fe4a6364266bf0dc87baf378607f4dab3e
project_train,r256,21,train/attack/digital_2/huawei/arabic-112_03.jpg,61041de2e01d8ebaed4bae19ac99bb0d9fbb46aa4acbc4f92c744141110c1c9a,arabic-112_03,attack,1,digital_2,huawei,3186,1977,412,256,432,256,10,10,0,0,20,0.552352048558,0,011220070768da7404171d613f6a4955f8d3c02d25bbbbac15e365af0a93f410
project_train,r256,22,train/attack/digital_2/iphone15pro/arabic-112_03.jpg,1f032b567fd1d866a3916f5c3150bc5e7e05a24223e14dd610184ee33179eae9,arabic-112_03,attack,1,digital_2,iphone15pro,2776,1768,401,256,432,256,15,16,0,0,31,0.954751131222,0,2175448419d378030cdc4a7600fa4079aeff2f3180119451c0a34a8a2bef8a84
project_train,r256,23,train/attack/digital_2/scan/arabic-112_03.jpg,ab4a947a18c9937a4baf6f49adfc568c2bb86fc9363f111056aa7a57f04a577d,arabic-112_03,attack,1,digital_2,scan,1999,1244,411,256,432,256,10,11,0,0,21,0.369774919614,0,04e5e971f369737037fe3f967e189d0b7a98901187a355bfd303ef785124f523
project_train,r256,24,train/bonafide/huawei/arabic-112_03.jpg,c4eb6666899ce34aaf164197229a8a32050d121b21f7b9869dc6710bf2256dc8,arabic-112_03,bonafide,0,,huawei,3186,1977,412,256,432,256,10,10,0,0,20,0.552352048558,0,2eb7f4c5bbd8671eb372c8d320ba6def161e4b2dfd6ba24d46e19faf53643c29
project_train,r256,25,train/bonafide/iphone15pro/arabic-112_03.jpg,5bc11c2dcf123f22e36c25c6b0bc1cc97d6e98fbbd3114bb88f40b21ec829d57,arabic-112_03,bonafide,0,,iphone15pro,2776,1768,401,256,432,256,15,16,0,0,31,0.954751131222,0,d7c080a0ce6e3ba6636b2581eb18dbb9a2e45c2d0ccd6eff57de6c0fb86e78d7
project_train,r256,26,train/bonafide/scan/arabic-112_03.jpg,a83ca005a1b68787c18617619d7984e12933a2ac757b11342cdb242cff68c7ce,arabic-112_03,bonafide,0,,scan,1999,1244,411,256,432,256,10,11,0,0,21,0.369774919614,0,cc42df54bbbb8cd200766696758f7c04095f5b5cf84c624e83674216a1d5e68e
project_train,r256,27,train/attack/digital_1/huawei/arabic-131_03.jpg,ecdbd91274aaa77cdddadc69f52573c25635c7ecd20400ee68d095b5037e5eba,arabic-131_03,attack,1,digital_1,huawei,3175,1963,414,256,432,256,9,9,0,0,18,0.060112073357,0,dc0f329930f19f5a1bc33fb4557df9bb573c10b07864e86c65375f6f3203044d
project_train,r256,28,train/attack/digital_1/iphone15pro/arabic-131_03.jpg,215096643cf48f9a941da80292df6bc6bf5e6cfba24f765526351138f100c3d3,arabic-131_03,attack,1,digital_1,iphone15pro,2783,1762,404,256,432,256,14,14,0,0,28,0.340522133939,0,fbb594dc85148e43747b1fa5ce1bb26332bd414dd57d421311a66415cfa5d0b4
project_train,r256,29,train/attack/digital_1/scan/arabic-131_03.jpg,7236a9d5a200bd9760d4fc99a72ba72d2150122d1a24105875ff61f5d0772792,arabic-131_03,attack,1,digital_1,scan,1998,1247,410,256,432,256,11,11,0,0,22,0.174819566961,0,61387d4822bdc4765d4c33403be899da08431fc6382cd91ae1ce52677522f440
project_train,r256,30,train/attack/digital_2/huawei/arabic-131_03.jpg,baa360f3be5f28f622a6f2d53bb2d4b89192c4ff231d3c0e6c7bedec5abd6be0,arabic-131_03,attack,1,digital_2,huawei,3175,1963,414,256,432,256,9,9,0,0,18,0.060112073357,0,b539bb6d0f71039a8a64990cee5bba90cc3d78244086e9ad4dff3c11c092fcda
project_train,r256,31,train/attack/digital_2/iphone15pro/arabic-131_03.jpg,b0c63da99e2300149c3d0dc63ed1188081fe144f3be7dda381e1c800ba66e52c,arabic-131_03,attack,1,digital_2,iphone15pro,2783,1762,404,256,432,256,14,14,0,0,28,0.340522133939,0,2a40b97715d27d1b914b007daa75e46f1c596854a1d18b28c55a04d8b27dabbe
project_train,r256,32,train/attack/digital_2/scan/arabic-131_03.jpg,f11917ef5a58f229aae950f904c38b3b02c72153a810a8324e8aacc376b619e0,arabic-131_03,attack,1,digital_2,scan,1998,1247,410,256,432,256,11,11,0,0,22,0.174819566961,0,80737b824652f684000016a9a4e09a67bf8bbad05bd5138255221b4e9f355f0a
project_train,r256,33,train/bonafide/huawei/arabic-131_03.jpg,f733731b992459fa0617ee1dc4d11c5dd10f4be92f61163a51ad732a91f0f27c,arabic-131_03,bonafide,0,,huawei,3175,1963,414,256,432,256,9,9,0,0,18,0.060112073357,0,7f4819409fea2cc2dc86410c1666aca3b59ada125b70705560826e6a13158314
project_train,r256,34,train/bonafide/iphone15pro/arabic-131_03.jpg,c645536856335dc4eaa5da390dc7670b190fe7393eb07f4524eb356b1ae53eab,arabic-131_03,bonafide,0,,iphone15pro,2783,1762,404,256,432,256,14,14,0,0,28,0.340522133939,0,48cb16f50cd7414bc9da7e58cd658c52f255ce566c750a9105d535bbe9ce51fc
project_train,r256,35,train/bonafide/scan/arabic-131_03.jpg,1534f772688251e15dce3a30d6bdaa42db7f6dc093fd128c13dd5271734bb4d5,arabic-131_03,bonafide,0,,scan,1998,1247,410,256,432,256,11,11,0,0,22,0.174819566961,0,f82ac0c19907c178a649a7964419986c911707917ecafa4ffffbf13c77c8c089
project_train,r256,36,train/attack/digital_1/huawei/arabic-139_03.jpg,24487bbecef058e2eb265baa34d459ae19f5eb1ee0fef6325f2aa81b56544287,arabic-139_03,attack,1,digital_1,huawei,3034,1879,413,256,432,256,9,10,0,0,19,0.360298030867,0,98b4f793251c3525e5f25e5a4ec0a9688417405faff5719eecd4e67030c4af88
project_train,r256,37,train/attack/digital_1/iphone15pro/arabic-139_03.jpg,6c40a95354b76ec9f0f2507f4271ee0282e024bda5ebb729607f637559406712,arabic-139_03,attack,1,digital_1,iphone15pro,2624,1605,418,256,432,256,7,7,0,0,14,0.532087227414,0,8c911f5f0f0d48089ca3e563866352ce03648ba17f82f4d5755a5b852facd0df
project_train,r256,38,train/attack/digital_1/scan/arabic-139_03.jpg,1682b6762971508dff0fce7aa8e16cd54c705fed25386d8016a8bba07e823006,arabic-139_03,attack,1,digital_1,scan,1999,1247,410,256,432,256,11,11,0,0,22,0.380112269447,0,21084e6f35da85e5a3aeaa9e7523a38ac3833291b216164e82ac441aae00fcd2
project_train,r256,39,train/attack/digital_2/huawei/arabic-139_03.jpg,0957de4cbe7e30997749ef645efe9be15fac7dc861cabfca97c8f58679c51798,arabic-139_03,attack,1,digital_2,huawei,3034,1879,413,256,432,256,9,10,0,0,19,0.360298030867,0,5365fd7751a6b59d644114929b01d61bfa4e1d6b6156a0b6d93440725414f291
project_train,r256,40,train/attack/digital_2/iphone15pro/arabic-139_03.jpg,58f8daf1da12e77d8376b8afdf81a4d1dab09798260940c6044177e9d30bf0e5,arabic-139_03,attack,1,digital_2,iphone15pro,2624,1605,418,256,432,256,7,7,0,0,14,0.532087227414,0,7f77166858f0d420793ce205a46d1b3a5e471867f52aef1a7f8f37e4e27ae2c6
project_train,r256,41,train/attack/digital_2/scan/arabic-139_03.jpg,0bf66daf523a7c04377bb5d4886be5a2591af614c7b0e2b834408c35bc19c054,arabic-139_03,attack,1,digital_2,scan,1999,1247,410,256,432,256,11,11,0,0,22,0.380112269447,0,2c87908dad03eda20507cfad9a66c7eac1f8b5da867b12baf9290f9e4a66ebe2
project_train,r256,42,train/bonafide/huawei/arabic-139_03.jpg,18a678c1e4fbdc399f8559e4ad431c0625540104a9c60af04cb0320df5260711,arabic-139_03,bonafide,0,,huawei,3034,1879,413,256,432,256,9,10,0,0,19,0.360298030867,0,b54d5440a285fc81bf2642425f3886d65dc7c72c1407f4136b268e07597365de
project_train,r256,43,train/bonafide/iphone15pro/arabic-139_03.jpg,c996c2c6fc2c11b39b83fbe8d085fede4842ec24614018f9f63f07b396483720,arabic-139_03,bonafide,0,,iphone15pro,2624,1605,418,256,432,256,7,7,0,0,14,0.532087227414,0,f678789b6e6648d90a7d86997ff9db46f9fe078f547df62e025dcacf5c9c748d
project_train,r256,44,train/bonafide/scan/arabic-139_03.jpg,0a9e276ba21f26321fae8040231de74fd6ad96b361e1385a24f9803be2a97405,arabic-139_03,bonafide,0,,scan,1999,1247,410,256,432,256,11,11,0,0,22,0.380112269447,0,06a7871dd778498ae4a1173a7febf3ee52def8e86c4e6f8491a0f88710951b19
project_train,r256,45,train/attack/digital_1/huawei/arabic-173_03.jpg,0765a1a7d9b92d7c9f78406c3f460aae89777f086374a075b12cf388cae34192,arabic-173_03,attack,1,digital_1,huawei,3208,1986,413,256,432,256,9,10,0,0,19,0.518630412890,0,57791f44caf51bfdbb053d2ddc12354b9d57300f95203f1f869e2b95dbbb98c0
project_train,r256,46,train/attack/digital_1/iphone15pro/arabic-173_03.jpg,284a5ab4a3b87b400fa94fea9ab00d5efff21479a1e9a0a50108a5c4c0ed95df,arabic-173_03,attack,1,digital_1,iphone15pro,2784,1780,400,256,432,256,16,16,0,0,32,0.395505617978,0,b8eb7a50e34ba561268570c3b8d9a7fe01193c2b0eb8ec6e3e3b39652d58763d
project_train,r256,47,train/attack/digital_1/scan/arabic-173_03.jpg,8f2313d7aa8422337cd4d3456d8db1ee9b0892badf7524c440c5e640c920bb41,arabic-173_03,attack,1,digital_1,scan,2001,1251,409,256,432,256,11,12,0,0,23,0.477218225420,0,dc8974c660e7b9b74aee29a665fb3dad7a748c52e04eb9506996c9fce4201a6d
project_train,r256,48,train/attack/digital_2/huawei/arabic-173_03.jpg,4ca62cf91981d1e4defb21f8764bda9c6a7b6e4f8ba7b47645148091b1b8a9f4,arabic-173_03,attack,1,digital_2,huawei,3208,1986,413,256,432,256,9,10,0,0,19,0.518630412890,0,5bbd5f40d2a166ff5bf95a773b612d74c97650a38fe02ec76101e79e80723512
project_train,r256,49,train/attack/digital_2/iphone15pro/arabic-173_03.jpg,e268de0e68b5db7bc0c039b425c57e655b0bbe78ec161d6f42f299b0e4163924,arabic-173_03,attack,1,digital_2,iphone15pro,2784,1780,400,256,432,256,16,16,0,0,32,0.395505617978,0,ee92754b0f04a1452b70a7e9cef452eb1028e19d7023fea1bb2ed7b228a89980
project_train,r256,50,train/attack/digital_2/scan/arabic-173_03.jpg,3a70429feef9e403506d67942652c80ed00588c72d97d28cce66c2467896c129,arabic-173_03,attack,1,digital_2,scan,2001,1251,409,256,432,256,11,12,0,0,23,0.477218225420,0,ef43d4c6316f96b7638d459a4d0b95d9668b737c1182ab4535fca33b947ef828
project_train,r256,51,train/bonafide/huawei/arabic-173_03.jpg,992bd2fc694aed976daa7896463fc847e2cecb82c3290dc7b2ccec15becb552a,arabic-173_03,bonafide,0,,huawei,3208,1986,413,256,432,256,9,10,0,0,19,0.518630412890,0,d8e3d1c67f1b53806577d182e8fd50e3cb67dd13394a2109d6c52c7a1dad9e29
project_train,r256,52,train/bonafide/iphone15pro/arabic-173_03.jpg,59711cb21c884bacf56a0cd4500d80c5a2b9d47c306d76d7a75218aa4fd588f6,arabic-173_03,bonafide,0,,iphone15pro,2784,1780,400,256,432,256,16,16,0,0,32,0.395505617978,0,c0fa02e7d7a5b843360a8106bb6534e6d65a498482701c1b2d8944c7125586f0
project_train,r256,53,train/bonafide/scan/arabic-173_03.jpg,b3f6050e9a6a3bc1b6bcd05e7f50c5307b7cdc7ac9616c93b5000c9f33d8bdfd,arabic-173_03,bonafide,0,,scan,2001,1251,409,256,432,256,11,12,0,0,23,0.477218225420,0,56e7bfb00d519b71105f81cab518bfc7e1bf33411df149d80b26e7d2dfdf2e59
project_train,r256,54,train/attack/digital_1/huawei/arabic-NF-1003.jpg,af8c3b5699d5e96a55f238c22d3943defbf8bca410b33864e224a5d237e5bda5,arabic-NF-1003,attack,1,digital_1,huawei,3190,1963,416,256,432,256,8,8,0,0,16,0.016301579216,0,08c91c21fec7ef6acc4c4b6e16dfa268246bde3a45c2687793006320e3a3cb48
project_train,r256,55,train/attack/digital_1/iphone15pro/arabic-NF-1003.jpg,32b68ddf147d3921ddf34ffae87bcd9d24894125d2adf72292e4bbe1c9efb928,arabic-NF-1003,attack,1,digital_1,iphone15pro,2797,1768,404,256,432,256,14,14,0,0,28,0.995475113122,0,2fe6c7b7424a72508d41828762593c8c367e4e20671ab17526c9102d9b97a5cc
project_train,r256,56,train/attack/digital_1/scan/arabic-NF-1003.jpg,f5b516ec803a9e3d3658cab337fbdfab322a731411db2e2b47656d83e9f4c428,arabic-NF-1003,attack,1,digital_1,scan,2001,1244,411,256,432,256,10,11,0,0,21,0.781350482315,0,82c2a71fe06251357a4cf78f813f24c591ad60c370c0287280c956e815954100
project_train,r256,57,train/attack/digital_2/huawei/arabic-NF-1003.jpg,5708f12553d259ad89212cc4804c6914da52886045f68f1a7c3fcbb81b7d724c,arabic-NF-1003,attack,1,digital_2,huawei,3190,1963,416,256,432,256,8,8,0,0,16,0.016301579216,0,abcf1a16adc9a8f3aa3d68651cd896bcd8fc666945deafa6c57b775353b1a56b
project_train,r256,58,train/attack/digital_2/iphone15pro/arabic-NF-1003.jpg,f3fd6e5859d9c5225fb1b98587c6945015409bc418fd1a284dab5db8d31768aa,arabic-NF-1003,attack,1,digital_2,iphone15pro,2797,1768,404,256,432,256,14,14,0,0,28,0.995475113122,0,88ee0e9658b9303d51f18502976a823b6543e15bdafe9bfd25afd71c171152cc
project_train,r256,59,train/attack/digital_2/scan/arabic-NF-1003.jpg,8e3fdc3b464cb096259ca30bcedb4e5682dae3c1c33273c67c1e10781e92dd1f,arabic-NF-1003,attack,1,digital_2,scan,2001,1244,411,256,432,256,10,11,0,0,21,0.781350482315,0,9343278108310552f70a79dcb50a2e51a2072aa55ea7168af4eedc09c0fa5570
project_train,r256,60,train/bonafide/huawei/arabic-NF-1003.jpg,17df6bc73bc6495233ee89dd7004fa9f7af97a1eb57ad113b17125e7f5935506,arabic-NF-1003,bonafide,0,,huawei,3190,1963,416,256,432,256,8,8,0,0,16,0.016301579216,0,e201da800ea8dad151356d10c1f4f450e7c90e17af4f448a9a78fcc8bb027ebf
project_train,r256,61,train/bonafide/iphone15pro/arabic-NF-1003.jpg,3ccb03ffeed76cdfce10a364c80a7143eb18052d773323929fb9b61c00b17241,arabic-NF-1003,bonafide,0,,iphone15pro,2797,1768,404,256,432,256,14,14,0,0,28,0.995475113122,0,9acd6b01397fd6dd0c921af7685883a848205924f5fd74d9fcb3c5657b2c7031
project_train,r256,62,train/bonafide/scan/arabic-NF-1003.jpg,f74ec9b42c1adf4a4e7af34961cd2221b33ca555a5d050ff63d0c438d87ab983,arabic-NF-1003,bonafide,0,,scan,2001,1244,411,256,432,256,10,11,0,0,21,0.781350482315,0,f0ff3605580dae52faf53bc4dd3bdc77f4b2476798438a04143b975030b18fbd
project_train,r256,63,train/attack/digital_1/huawei/arabic-NF-1012.jpg,b1ad31c4d3cf69b9d1fa7a981beb39ecd213597ee03c26e16724741ce8d8333a,arabic-NF-1012,attack,1,digital_1,huawei,3183,1965,414,256,432,256,9,9,0,0,18,0.680916030534,0,67b424d783a29e3673ca8cef519fce41a7a67a7df27fda6af1944a00314bfa76
project_train,r256,64,train/attack/digital_1/iphone15pro/arabic-NF-1012.jpg,6e516e5961223ff8cfa18ffa4f7b1dbae2fa615d4134ca5b4af8aad7feb79df9,arabic-NF-1012,attack,1,digital_1,iphone15pro,2793,1759,406,256,432,256,13,13,0,0,26,0.485503126777,0,b8190090e97ddddc88070348fda3ef5aaf7d4095802f6d89cb6faaf1d361ecca
project_train,r256,65,train/attack/digital_1/scan/arabic-NF-1012.jpg,e95de51e8de1853c90b9faf3f1a4a65786334f840ccf587a66d6d3853bb2fdd0,arabic-NF-1012,attack,1,digital_1,scan,1998,1243,411,256,432,256,10,11,0,0,21,0.494770716010,0,41352682bad3cd7627036199c19cbc04922f90d6972b0083e1abd5403971ed4c
project_train,r256,66,train/attack/digital_2/huawei/arabic-NF-1012.jpg,e8d76614392f4d34d9f73e6b8011341a2c1236a05531c26aa72bc96479f29749,arabic-NF-1012,attack,1,digital_2,huawei,3183,1965,414,256,432,256,9,9,0,0,18,0.680916030534,0,288e8f2298594a00a10b956ae8c30355ade659e5544504fe64eedb049361b9b7
project_train,r256,67,train/attack/digital_2/iphone15pro/arabic-NF-1012.jpg,0b7bc1ca3f006401aa6a7bb6b466ebb8e826983a385529d3b5a12be7d844cb0a,arabic-NF-1012,attack,1,digital_2,iphone15pro,2793,1759,406,256,432,256,13,13,0,0,26,0.485503126777,0,757668d7699b0a3726a91e54c2334ff495a6560729bc9ff7287aad4252fb6192
project_train,r256,68,train/attack/digital_2/scan/arabic-NF-1012.jpg,501354379147d3e519a9c4a694d084a5040b14b06e56a8eb76f8b0181e25f00f,arabic-NF-1012,attack,1,digital_2,scan,1998,1243,411,256,432,256,10,11,0,0,21,0.494770716010,0,a6a9c447302507959fd642c3571cd9ae0ce5fde957e98d5be68dea00e0f92f3c
project_train,r256,69,train/bonafide/huawei/arabic-NF-1012.jpg,578505d28608ab5b04216e8b81bea0498a882d9855b665c3a4555581c60acc76,arabic-NF-1012,bonafide,0,,huawei,3183,1965,414,256,432,256,9,9,0,0,18,0.680916030534,0,9eb4ef079ae041c4e906b4416d3cbc35a12f1428517656c4db1e53415baa1616
project_train,r256,70,train/bonafide/iphone15pro/arabic-NF-1012.jpg,20d4980a4426484473e6498bcf60cf58876e087fe4b5a1cf5dacaec85fe0a2f2,arabic-NF-1012,bonafide,0,,iphone15pro,2793,1759,406,256,432,256,13,13,0,0,26,0.485503126777,0,3e9469b664d725ed0ac16c10934a1c7bbc99140765f89ad66dcaf2f3a2aff78c
project_train,r256,71,train/bonafide/scan/arabic-NF-1012.jpg,4575b046622ace78e18bb38847deeba4f01195724d539c322f04c7c262ac55ad,arabic-NF-1012,bonafide,0,,scan,1998,1243,411,256,432,256,10,11,0,0,21,0.494770716010,0,19c39d2cdf03c453d01fadae4553b923af1c132f6656f0a0c7db4ba49be33cd7
project_train,r256,72,train/attack/digital_1/huawei/arabic-NF-1030.jpg,fd082e255d958894c13f210b74c7f613360a876211805bf4d9d64c8fd72f918a,arabic-NF-1030,attack,1,digital_1,huawei,3181,1962,415,256,432,256,8,9,0,0,17,0.054026503568,0,195fbb0a77f8e2425bab4aa8f6618a46c1f7fb27c9f3cbccfb4c623b277cf75b
project_train,r256,73,train/attack/digital_1/iphone15pro/arabic-NF-1030.jpg,eacb50cc67c3a47d1af08565218404628298103289565baf2991817e319b8bdd,arabic-NF-1030,attack,1,digital_1,iphone15pro,2789,1760,405,256,432,256,13,14,0,0,27,0.672727272727,0,e228addc074721f085a9ceb1d0b8d5b7a27e4fb04fe9671c514c2790ff28e4f8
project_train,r256,74,train/attack/digital_1/scan/arabic-NF-1030.jpg,ff9f2fe62e2e8691542dd9ca260fe18f8fe51a58f2048d525b6024c5b5215bfb,arabic-NF-1030,attack,1,digital_1,scan,1994,1247,409,256,432,256,11,12,0,0,23,0.353648757017,0,32783cd41073d5634730b9aa1d46f34671a62551a1abeb58433e82fc6db485ae
project_train,r256,75,train/attack/digital_2/huawei/arabic-NF-1030.jpg,1f25c2793d6b9098da7261b3e5150f7f110a42adb6420c4133b09f7470ef7395,arabic-NF-1030,attack,1,digital_2,huawei,3181,1962,415,256,432,256,8,9,0,0,17,0.054026503568,0,9866b04355cbcaa30adf1278945446e315f731f09c27634635bcab9c1ff39a9e
project_train,r256,76,train/attack/digital_2/iphone15pro/arabic-NF-1030.jpg,a8ce66941c58dc17d5cf10f75d2e0b9e8efe7a1ade43f81bde46382d97f0fc79,arabic-NF-1030,attack,1,digital_2,iphone15pro,2789,1760,405,256,432,256,13,14,0,0,27,0.672727272727,0,80c315888bb5866ccd2929f97e3e6ff2f565006f4376504e6901fef48862d8e0
