image_path,image_sha256,file_stem,traffic_type,variant,hardware_source,face_db,face_id,gender,project_role
train/bonafide/iphone15pro/arabic-139_03.jpg,c996c2c6fc2c11b39b83fbe8d085fede4842ec24614018f9f63f07b396483720,arabic-139_03,bonafide,,iphone15pro,facelab_london,139_03,F,project_train
train/bonafide/scan/arabic-139_03.jpg,0a9e276ba21f26321fae8040231de74fd6ad96b361e1385a24f9803be2a97405,arabic-139_03,bonafide,,scan,facelab_london,139_03,F,project_train
train/attack/digital_1/huawei/arabic-173_03.jpg,0765a1a7d9b92d7c9f78406c3f460aae89777f086374a075b12cf388cae34192,arabic-173_03,attack,digital_1,huawei,facelab_london,173_03,M,project_train
train/attack/digital_1/iphone15pro/arabic-173_03.jpg,284a5ab4a3b87b400fa94fea9ab00d5efff21479a1e9a0a50108a5c4c0ed95df,arabic-173_03,attack,digital_1,iphone15pro,facelab_london,173_03,M,project_train
train/attack/digital_1/scan/arabic-173_03.jpg,8f2313d7aa8422337cd4d3456d8db1ee9b0892badf7524c440c5e640c920bb41,arabic-173_03,attack,digital_1,scan,facelab_london,173_03,M,project_train
train/attack/digital_2/huawei/arabic-173_03.jpg,4ca62cf91981d1e4defb21f8764bda9c6a7b6e4f8ba7b47645148091b1b8a9f4,arabic-173_03,attack,digital_2,huawei,facelab_london,173_03,M,project_train
train/attack/digital_2/iphone15pro/arabic-173_03.jpg,e268de0e68b5db7bc0c039b425c57e655b0bbe78ec161d6f42f299b0e4163924,arabic-173_03,attack,digital_2,iphone15pro,facelab_london,173_03,M,project_train
train/attack/digital_2/scan/arabic-173_03.jpg,3a70429feef9e403506d67942652c80ed00588c72d97d28cce66c2467896c129,arabic-173_03,attack,digital_2,scan,facelab_london,173_03,M,project_train
train/bonafide/huawei/arabic-173_03.jpg,992bd2fc694aed976daa7896463fc847e2cecb82c3290dc7b2ccec15becb552a,arabic-173_03,bonafide,,huawei,facelab_london,173_03,M,project_train
train/bonafide/iphone15pro/arabic-173_03.jpg,59711cb21c884bacf56a0cd4500d80c5a2b9d47c306d76d7a75218aa4fd588f6,arabic-173_03,bonafide,,iphone15pro,facelab_london,173_03,M,project_train
train/bonafide/scan/arabic-173_03.jpg,b3f6050e9a6a3bc1b6bcd05e7f50c5307b7cdc7ac9616c93b5000c9f33d8bdfd,arabic-173_03,bonafide,,scan,facelab_london,173_03,M,project_train
train/attack/digital_1/huawei/arabic-NF-1003.jpg,af8c3b5699d5e96a55f238c22d3943defbf8bca410b33864e224a5d237e5bda5,arabic-NF-1003,attack,digital_1,huawei,AMFD_Faces_Final,NF-1003,F,project_train
train/attack/digital_1/iphone15pro/arabic-NF-1003.jpg,32b68ddf147d3921ddf34ffae87bcd9d24894125d2adf72292e4bbe1c9efb928,arabic-NF-1003,attack,digital_1,iphone15pro,AMFD_Faces_Final,NF-1003,F,project_train
train/attack/digital_1/scan/arabic-NF-1003.jpg,f5b516ec803a9e3d3658cab337fbdfab322a731411db2e2b47656d83e9f4c428,arabic-NF-1003,attack,digital_1,scan,AMFD_Faces_Final,NF-1003,F,project_train
train/attack/digital_2/huawei/arabic-NF-1003.jpg,5708f12553d259ad89212cc4804c6914da52886045f68f1a7c3fcbb81b7d724c,arabic-NF-1003,attack,digital_2,huawei,AMFD_Faces_Final,NF-1003,F,project_train
train/attack/digital_2/iphone15pro/arabic-NF-1003.jpg,f3fd6e5859d9c5225fb1b98587c6945015409bc418fd1a284dab5db8d31768aa,arabic-NF-1003,attack,digital_2,iphone15pro,AMFD_Faces_Final,NF-1003,F,project_train
train/attack/digital_2/scan/arabic-NF-1003.jpg,8e3fdc3b464cb096259ca30bcedb4e5682dae3c1c33273c67c1e10781e92dd1f,arabic-NF-1003,attack,digital_2,scan,AMFD_Faces_Final,NF-1003,F,project_train
train/bonafide/huawei/arabic-NF-1003.jpg,17df6bc73bc6495233ee89dd7004fa9f7af97a1eb57ad113b17125e7f5935506,arabic-NF-1003,bonafide,,huawei,AMFD_Faces_Final,NF-1003,F,project_train
train/bonafide/iphone15pro/arabic-NF-1003.jpg,3ccb03ffeed76cdfce10a364c80a7143eb18052d773323929fb9b61c00b17241,arabic-NF-1003,bonafide,,iphone15pro,AMFD_Faces_Final,NF-1003,F,project_train
train/bonafide/scan/arabic-NF-1003.jpg,f74ec9b42c1adf4a4e7af34961cd2221b33ca555a5d050ff63d0c438d87ab983,arabic-NF-1003,bonafide,,scan,AMFD_Faces_Final,NF-1003,F,project_train
train/attack/digital_1/huawei/arabic-NF-1012.jpg,b1ad31c4d3cf69b9d1fa7a981beb39ecd213597ee03c26e16724741ce8d8333a,arabic-NF-1012,attack,digital_1,huawei,AMFD_Faces_Final,NF-1012,F,project_train
train/attack/digital_1/iphone15pro/arabic-NF-1012.jpg,6e516e5961223ff8cfa18ffa4f7b1dbae2fa615d4134ca5b4af8aad7feb79df9,arabic-NF-1012,attack,digital_1,iphone15pro,AMFD_Faces_Final,NF-1012,F,project_train
train/attack/digital_1/scan/arabic-NF-1012.jpg,e95de51e8de1853c90b9faf3f1a4a65786334f840ccf587a66d6d3853bb2fdd0,arabic-NF-1012,attack,digital_1,scan,AMFD_Faces_Final,NF-1012,F,project_train
train/attack/digital_2/huawei/arabic-NF-1012.jpg,e8d76614392f4d34d9f73e6b8011341a2c1236a05531c26aa72bc96479f29749,arabic-NF-1012,attack,digital_2,huawei,AMFD_Faces_Final,NF-1012,F,project_train
train/attack/digital_2/iphone15pro/arabic-NF-1012.jpg,0b7bc1ca3f006401aa6a7bb6b466ebb8e826983a385529d3b5a12be7d844cb0a,arabic-NF-1012,attack,digital_2,iphone15pro,AMFD_Faces_Final,NF-1012,F,project_train
train/attack/digital_2/scan/arabic-NF-1012.jpg,501354379147d3e519a9c4a694d084a5040b14b06e56a8eb76f8b0181e25f00f,arabic-NF-1012,attack,digital_2,scan,AMFD_Faces_Final,NF-1012,F,project_train
train/bonafide/huawei/arabic-NF-1012.jpg,578505d28608ab5b04216e8b81bea0498a882d9855b665c3a4555581c60acc76,arabic-NF-1012,bonafide,,huawei,AMFD_Faces_Final,NF-1012,F,project_train
train/bonafide/iphone15pro/arabic-NF-1012.jpg,20d4980a4426484473e6498bcf60cf58876e087fe4b5a1cf5dacaec85fe0a2f2,arabic-NF-1012,bonafide,,iphone15pro,AMFD_Faces_Final,NF-1012,F,project_train
train/bonafide/scan/arabic-NF-1012.jpg,4575b046622ace78e18bb38847deeba4f01195724d539c322f04c7c262ac55ad,arabic-NF-1012,bonafide,,scan,AMFD_Faces_Final,NF-1012,F,project_train
train/attack/digital_1/huawei/arabic-NF-1030.jpg,fd082e255d958894c13f210b74c7f613360a876211805bf4d9d64c8fd72f918a,arabic-NF-1030,attack,digital_1,huawei,AMFD_Faces_Final,NF-1030,F,project_train
train/attack/digital_1/iphone15pro/arabic-NF-1030.jpg,eacb50cc67c3a47d1af08565218404628298103289565baf2991817e319b8bdd,arabic-NF-1030,attack,digital_1,iphone15pro,AMFD_Faces_Final,NF-1030,F,project_train
train/attack/digital_1/scan/arabic-NF-1030.jpg,ff9f2fe62e2e8691542dd9ca260fe18f8fe51a58f2048d525b6024c5b5215bfb,arabic-NF-1030,attack,digital_1,scan,AMFD_Faces_Final,NF-1030,F,project_train
train/attack/digital_2/huawei/arabic-NF-1030.jpg,1f25c2793d6b9098da7261b3e5150f7f110a42adb6420c4133b09f7470ef7395,arabic-NF-1030,attack,digital_2,huawei,AMFD_Faces_Final,NF-1030,F,project_train
train/attack/digital_2/iphone15pro/arabic-NF-1030.jpg,a8ce66941c58dc17d5cf10f75d2e0b9e8efe7a1ade43f81bde46382d97f0fc79,arabic-NF-1030,attack,digital_2,iphone15pro,AMFD_Faces_Final,NF-1030,F,project_train
train/attack/digital_2/scan/arabic-NF-1030.jpg,ce41d6671004930d1bf882a83be97fc90b571ab99791843bb9d6588e9657f2c5,arabic-NF-1030,attack,digital_2,scan,AMFD_Faces_Final,NF-1030,F,project_train
train/bonafide/huawei/arabic-NF-1030.jpg,006a0a4bc493229847e14f23fe0f23a1ac1889aa201b8d4ec56cd9a83a4dfdbc,arabic-NF-1030,bonafide,,huawei,AMFD_Faces_Final,NF-1030,F,project_train
train/bonafide/iphone15pro/arabic-NF-1030.jpg,29046ca04bd3065b08bcf8314eb8640adf6697c646dccd1e9fc3197230440c4c,arabic-NF-1030,bonafide,,iphone15pro,AMFD_Faces_Final,NF-1030,F,project_train
train/bonafide/scan/arabic-NF-1030.jpg,68563d4417a80d88e3d1f00ae17375191df34a629cde22a8155b7a25813b0696,arabic-NF-1030,bonafide,,scan,AMFD_Faces_Final,NF-1030,F,project_train
train/attack/digital_1/huawei/arabic-NF-1037.jpg,7186b485b27eeb441afa6109945f1c097076c2d411c85fa64650d72c4a9697ad,arabic-NF-1037,attack,digital_1,huawei,AMFD_Faces_Final,NF-1037,F,project_train
train/attack/digital_1/iphone15pro/arabic-NF-1037.jpg,2b96474e55aa3a7ec499ec0b0fb8ac0db675f6ea42964e4d212181dcd3600125,arabic-NF-1037,attack,digital_1,iphone15pro,AMFD_Faces_Final,NF-1037,F,project_train
train/attack/digital_1/scan/arabic-NF-1037.jpg,16ecca4937130d7f08a864d45095264f31bd8808deefdb503433cb831a59584c,arabic-NF-1037,attack,digital_1,scan,AMFD_Faces_Final,NF-1037,F,project_train
train/attack/digital_2/huawei/arabic-NF-1037.jpg,f7aacdf787e243d4f4b4638216550cc18eb66ee36f0450a29c3607022066bc32,arabic-NF-1037,attack,digital_2,huawei,AMFD_Faces_Final,NF-1037,F,project_train
train/attack/digital_2/iphone15pro/arabic-NF-1037.jpg,0d4dcf2944d6a744bb0a78d00ce50b4254ada40d45ebc2149fe8d9056e3b7e29,arabic-NF-1037,attack,digital_2,iphone15pro,AMFD_Faces_Final,NF-1037,F,project_train
train/attack/digital_2/scan/arabic-NF-1037.jpg,02d6d0714cb69529b13e67a6f445561d9449177c4b6bf364c8191c2a8c82ff26,arabic-NF-1037,attack,digital_2,scan,AMFD_Faces_Final,NF-1037,F,project_train
train/bonafide/huawei/arabic-NF-1037.jpg,5a818b980c38b1628dc5c0284f06b9d8c686f273ace2e3642c46652c580863a7,arabic-NF-1037,bonafide,,huawei,AMFD_Faces_Final,NF-1037,F,project_train
train/bonafide/iphone15pro/arabic-NF-1037.jpg,7ac00909cfc496f6feeebc22a2099c9039107b889e315cfa83fe398878f948fe,arabic-NF-1037,bonafide,,iphone15pro,AMFD_Faces_Final,NF-1037,F,project_train
train/bonafide/scan/arabic-NF-1037.jpg,25ae759d5155b981230b614e6bb48806af6d9ec1140ebb21ccbac2e0593b470e,arabic-NF-1037,bonafide,,scan,AMFD_Faces_Final,NF-1037,F,project_train
train/attack/digital_1/huawei/arabic-NF-1040.jpg,6cb962b42d3fa09974152b9ac08f5910f67c17142ae41823800f0d359a415e31,arabic-NF-1040,attack,digital_1,huawei,AMFD_Faces_Final,NF-1040,F,project_train
train/attack/digital_1/iphone15pro/arabic-NF-1040.jpg,516c298522f280a924b6f07f1b224e0cdf5729db88ba59abd4e1d66225ca438c,arabic-NF-1040,attack,digital_1,iphone15pro,AMFD_Faces_Final,NF-1040,F,project_train
train/attack/digital_1/scan/arabic-NF-1040.jpg,510a485260ce19ee7434368c9a56a25a74307b3880b69ec84ccccf0d87290977,arabic-NF-1040,attack,digital_1,scan,AMFD_Faces_Final,NF-1040,F,project_train
train/attack/digital_2/huawei/arabic-NF-1040.jpg,787dbcf796b69ba3401d39008ecaed642450f8bd811094bb8f963c209618e91a,arabic-NF-1040,attack,digital_2,huawei,AMFD_Faces_Final,NF-1040,F,project_train
train/attack/digital_2/iphone15pro/arabic-NF-1040.jpg,9005961ea52c8e8d398f6911864f3d06fd828a7c631dfd952f5378d89ec2d55e,arabic-NF-1040,attack,digital_2,iphone15pro,AMFD_Faces_Final,NF-1040,F,project_train
train/attack/digital_2/scan/arabic-NF-1040.jpg,9e98a2c9bd028add1bade2357245ff261b9d4cf3ec063833fd3418944a40c1d9,arabic-NF-1040,attack,digital_2,scan,AMFD_Faces_Final,NF-1040,F,project_train
train/bonafide/huawei/arabic-NF-1040.jpg,fccbf5c3c31988ed48c902230c028104c67c04ea6eeee7e9df13d2bf93f5875e,arabic-NF-1040,bonafide,,huawei,AMFD_Faces_Final,NF-1040,F,project_train
train/bonafide/iphone15pro/arabic-NF-1040.jpg,feaa2822a40189738616f8f91dcb1ae2555ebb9c9dbd57b9f364d92ebc923e8f,arabic-NF-1040,bonafide,,iphone15pro,AMFD_Faces_Final,NF-1040,F,project_train
train/bonafide/scan/arabic-NF-1040.jpg,382e4f6701bbf76635db35ac2a830693481f9a0a993bfcb407768929de384964,arabic-NF-1040,bonafide,,scan,AMFD_Faces_Final,NF-1040,F,project_train
train/attack/digital_1/huawei/arabic-NF-1045.jpg,b9f997b2229bbe56a240764e0ac200e028c064967361fad5a67b699e5ebb51ed,arabic-NF-1045,attack,digital_1,huawei,AMFD_Faces_Final,NF-1045,F,project_train
train/attack/digital_1/iphone15pro/arabic-NF-1045.jpg,b9742f7b0f88e2bcbea440c82dabdfbe6fcc681cabfd6f03faa2885339580ba5,arabic-NF-1045,attack,digital_1,iphone15pro,AMFD_Faces_Final,NF-1045,F,project_train
train/attack/digital_1/scan/arabic-NF-1045.jpg,440b1628191d67c5cea9c7e2a75404a74dab6814f872b15c3d468a3eac27f22a,arabic-NF-1045,attack,digital_1,scan,AMFD_Faces_Final,NF-1045,F,project_train
train/attack/digital_2/huawei/arabic-NF-1045.jpg,e39ef85e6d7be0760854b07e26bc8ef7902b861e63679732f03b3cdc6aff8b2e,arabic-NF-1045,attack,digital_2,huawei,AMFD_Faces_Final,NF-1045,F,project_train
train/attack/digital_2/iphone15pro/arabic-NF-1045.jpg,aa854761e97b894bcdc86a3345ea24b225abca5989f446c820696a228f9a0b37,arabic-NF-1045,attack,digital_2,iphone15pro,AMFD_Faces_Final,NF-1045,F,project_train
train/attack/digital_2/scan/arabic-NF-1045.jpg,fb2eec0d61cf68e43cef64c2f546b11fea887f4f99ae06a8c84727ebd05fe31b,arabic-NF-1045,attack,digital_2,scan,AMFD_Faces_Final,NF-1045,F,project_train
train/bonafide/huawei/arabic-NF-1045.jpg,b404cfff62d720f871aeac84b212f9d93160c1aacf24b6df0f8bdc8da5ecaf7d,arabic-NF-1045,bonafide,,huawei,AMFD_Faces_Final,NF-1045,F,project_train
train/bonafide/iphone15pro/arabic-NF-1045.jpg,5bd195ea24ebfd35045609f48c7d0482237db0979e56b9dbb72aabbe0d5157df,arabic-NF-1045,bonafide,,iphone15pro,AMFD_Faces_Final,NF-1045,F,project_train
train/bonafide/scan/arabic-NF-1045.jpg,dba4f924f4d20b7bdc8fbb0f9ad93e1a3b335902b1c503c0ebee6dc0073a34bb,arabic-NF-1045,bonafide,,scan,AMFD_Faces_Final,NF-1045,F,project_train
train/attack/digital_1/huawei/arabic-NF-1049.jpg,594a4a4c716a24c7332a9f06ab1b434f0eb8e3a41df7329434a4173967f5a808,arabic-NF-1049,attack,digital_1,huawei,AMFD_Faces_Final,NF-1049,F,project_train
train/attack/digital_1/iphone15pro/arabic-NF-1049.jpg,841de70112197bd622365a0c29a9bbc5f1a91313b9d46d95ff0399c852a04d5b,arabic-NF-1049,attack,digital_1,iphone15pro,AMFD_Faces_Final,NF-1049,F,project_train
train/attack/digital_1/scan/arabic-NF-1049.jpg,88c422048a113b03cd3adc6aa3189901ba250f77ea7be348d71eb145c2f6930d,arabic-NF-1049,attack,digital_1,scan,AMFD_Faces_Final,NF-1049,F,project_train
train/attack/digital_2/huawei/arabic-NF-1049.jpg,66d0223b8b355ac9a161187e0827c7bd5e71bf01519104e5e7753d23e2d6180f,arabic-NF-1049,attack,digital_2,huawei,AMFD_Faces_Final,NF-1049,F,project_train
train/attack/digital_2/iphone15pro/arabic-NF-1049.jpg,913c9714a06e261bcc784341d5ff8247f6389fbba0b50c18f95979e4d15c23ef,arabic-NF-1049,attack,digital_2,iphone15pro,AMFD_Faces_Final,NF-1049,F,project_train
train/attack/digital_2/scan/arabic-NF-1049.jpg,117b3ad111a3b01c4cb1ae09f50a43711e11a6d01f01282061e9069bb95f760a,arabic-NF-1049,attack,digital_2,scan,AMFD_Faces_Final,NF-1049,F,project_train
train/bonafide/huawei/arabic-NF-1049.jpg,cd92749e1d741df86286207d511fe6ed2e28d0ee6eb2b4f72c2af62602e2c24d,arabic-NF-1049,bonafide,,huawei,AMFD_Faces_Final,NF-1049,F,project_train
train/bonafide/iphone15pro/arabic-NF-1049.jpg,b01bad7a90aae8c5ea5afbfcfeacef94dc34363f34ffd462db6569ea405e2d4a,arabic-NF-1049,bonafide,,iphone15pro,AMFD_Faces_Final,NF-1049,F,project_train
train/bonafide/scan/arabic-NF-1049.jpg,ddb6d00c7a3878efb44d5bf6130f9c0b227d6ab6d16fb58f9837ab9ea0232182,arabic-NF-1049,bonafide,,scan,AMFD_Faces_Final,NF-1049,F,project_train
train/attack/digital_1/huawei/arabic-NF-1053.jpg,c3cbb368b1855cdbd5da0627b59743f337144af192c431eca49a094c9d53c82f,arabic-NF-1053,attack,digital_1,huawei,AMFD_Faces_Final,NF-1053,F,project_train
train/attack/digital_1/iphone15pro/arabic-NF-1053.jpg,dd62eaed3c9abd78be250ffcb6bdf498eea801ceae5495c6dca2831aba1ab6e1,arabic-NF-1053,attack,digital_1,iphone15pro,AMFD_Faces_Final,NF-1053,F,project_train
train/attack/digital_1/scan/arabic-NF-1053.jpg,f5c67831e2d6944979ab9f682821a1bdd42d04f772fee9fe93c342aa5047c075,arabic-NF-1053,attack,digital_1,scan,AMFD_Faces_Final,NF-1053,F,project_train
train/attack/digital_2/huawei/arabic-NF-1053.jpg,2b387c48ff2722185b34887930763b09806a48467a6eed26987d10f968cbb976,arabic-NF-1053,attack,digital_2,huawei,AMFD_Faces_Final,NF-1053,F,project_train
train/attack/digital_2/iphone15pro/arabic-NF-1053.jpg,6373756f62a237d13c7ee8c61eaa0947b6fb3f7e7df7eeb25a1e7ef774c60076,arabic-NF-1053,attack,digital_2,iphone15pro,AMFD_Faces_Final,NF-1053,F,project_train
train/attack/digital_2/scan/arabic-NF-1053.jpg,918c83cdf88bd71eb835d4fab21921cf34a59b5f277ae3ab7f4462a1a483e428,arabic-NF-1053,attack,digital_2,scan,AMFD_Faces_Final,NF-1053,F,project_train
train/bonafide/huawei/arabic-NF-1053.jpg,5b09c373e00e322ac7e3c0f883b8fd98b6dae3bd29622bbd3ebbb421ba99cb7e,arabic-NF-1053,bonafide,,huawei,AMFD_Faces_Final,NF-1053,F,project_train
train/bonafide/iphone15pro/arabic-NF-1053.jpg,aff3753634be7d5fa7d09e3417319530c9c7d45fcafd972f42976ea7923474a3,arabic-NF-1053,bonafide,,iphone15pro,AMFD_Faces_Final,NF-1053,F,project_train
