seed,file_stem,hardware_source,dev_bonafide_path,dev_digital1_path,dev_digital2_path,test_digital3_path,p_bonafide,p_digital1,p_digital2,p_digital3,margin_bonafide,margin_digital1,margin_digital2,margin_digital3,fixed_bonafide_attack,fixed_digital1_attack,fixed_digital2_attack,fixed_digital3_attack,fpr10_bonafide_attack,fpr10_digital1_attack,fpr10_digital2_attack,fpr10_digital3_attack,delta_p_d3_minus_d1,delta_p_d3_minus_d2,delta_p_d3_minus_mean_d1_d2,delta_margin_d3_minus_d1,delta_margin_d3_minus_d2,delta_margin_d3_minus_mean_d1_d2,d3_below_both_dev_attacks,d3_above_matched_bonafide,dev_attacks_fixed_detected_then_d3_missed,dev_attacks_fpr10_detected_then_d3_missed
8,arabic-NM-1090,scan,train/bonafide/scan/arabic-NM-1090.jpg,train/attack/digital_1/scan/arabic-NM-1090.jpg,train/attack/digital_2/scan/arabic-NM-1090.jpg,test/attack/digital_3/scan/arabic-NM-1090.jpg,0.00043207847183265267,0.99998990652296949,0.99955455947068805,0.00041232006658557184,-7.7464711666107178,11.503611087799072,7.7160012722015381,-7.7932982444763184,0,1,1,0,0,1,1,0,-0.99957758645638395,-0.99914223940410252,-0.99935991293024329,-19.296909332275391,-15.509299516677856,-17.403104424476624,1,0,1,1
8,chinese-001_03,huawei,train/bonafide/huawei/chinese-001_03.jpg,train/attack/digital_1/huawei/chinese-001_03.jpg,train/attack/digital_2/huawei/chinese-001_03.jpg,test/attack/digital_3/huawei/chinese-001_03.jpg,2.3569688568760469e-06,0.99158619896984335,0.99999936940224732,3.1210643514902259e-06,-12.958131790161133,4.769432544708252,14.276597023010254,-12.677333354949951,0,1,1,0,0,1,1,0,-0.99158307790549183,-0.9999962483378958,-0.99578966312169381,-17.446765899658203,-26.953930377960205,-22.200348138809204,1,1,1,1
8,chinese-001_03,iphone15pro,train/bonafide/iphone15pro/chinese-001_03.jpg,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,train/attack/digital_2/iphone15pro/chinese-001_03.jpg,test/attack/digital_3/iphone15pro/chinese-001_03.jpg,4.4068961702066946e-05,0.99993882989582106,0.99999945707304916,5.3865544616297623e-05,-10.02971076965332,9.7017908096313477,14.426290512084961,-9.8289656639099121,0,1,1,0,0,1,1,0,-0.99988496435120477,-0.99994559152843288,-0.99991527793981883,-19.53075647354126,-24.255256175994873,-21.893006324768066,1,1,1,1
8,chinese-001_03,scan,train/bonafide/scan/chinese-001_03.jpg,train/attack/digital_1/scan/chinese-001_03.jpg,train/attack/digital_2/scan/chinese-001_03.jpg,test/attack/digital_3/scan/chinese-001_03.jpg,1.6573633533390827e-05,0.99984732427824952,0.9999952302685744,2.2612766159713942e-05,-11.007680892944336,8.7870416641235352,12.253215789794922,-10.696973323822021,0,1,1,0,0,1,1,0,-0.99982471151208985,-0.99997261750241473,-0.99989866450725229,-19.484014987945557,-22.950189113616943,-21.21710205078125,1,1,1,1
8,chinese-113_03,huawei,train/bonafide/huawei/chinese-113_03.jpg,train/attack/digital_1/huawei/chinese-113_03.jpg,train/attack/digital_2/huawei/chinese-113_03.jpg,test/attack/digital_3/huawei/chinese-113_03.jpg,0.0022142869567352498,0.99999693703348713,0.99995590320857752,0.004009104024979203,-6.1106081008911133,12.696123600006104,10.029079437255859,-5.5151703357696533,0,1,1,0,0,1,1,0,-0.99598783300850791,-0.9959467991835983,-0.99596731609605316,-18.211293935775757,-15.544249773025513,-16.877771854400635,1,1,1,1
8,chinese-113_03,iphone15pro,train/bonafide/iphone15pro/chinese-113_03.jpg,train/attack/digital_1/iphone15pro/chinese-113_03.jpg,train/attack/digital_2/iphone15pro/chinese-113_03.jpg,test/attack/digital_3/iphone15pro/chinese-113_03.jpg,0.00053507740173312898,0.99999970180998765,0.99999986882439729,0.0005631011692827304,-7.5325639247894287,15.025534629821777,15.846728801727295,-7.4814879894256592,0,1,1,0,0,1,1,0,-0.99943660064070494,-0.99943676765511458,-0.99943668414790976,-22.507022619247437,-23.328216791152954,-22.917619705200195,1,1,1,1
8,chinese-113_03,scan,train/bonafide/scan/chinese-113_03.jpg,train/attack/digital_1/scan/chinese-113_03.jpg,train/attack/digital_2/scan/chinese-113_03.jpg,test/attack/digital_3/scan/chinese-113_03.jpg,0.0015229188970898666,0.99999873830784503,0.99999214197411868,0.0016109048455034251,-6.4856023788452148,13.58305549621582,11.75396728515625,-6.429347038269043,0,1,1,0,0,1,1,0,-0.99838783346234161,-0.99838123712861526,-0.99838453529547844,-20.012402534484863,-18.183314323425293,-19.097858428955078,1,1,1,1
8,chinese-142_03,huawei,train/bonafide/huawei/chinese-142_03.jpg,train/attack/digital_1/huawei/chinese-142_03.jpg,train/attack/digital_2/huawei/chinese-142_03.jpg,test/attack/digital_3/huawei/chinese-142_03.jpg,2.1376495731008015e-05,0.99999495809716288,0.99999996225497034,3.3627179108124594e-05,-10.753197193145752,12.1977219581604,17.092411994934082,-10.300142288208008,0,1,1,0,0,1,1,0,-0.99996133091805472,-0.99996633507586219,-0.99996383299695846,-22.497864246368408,-27.39255428314209,-24.945209264755249,1,1,1,1
8,chinese-142_03,iphone15pro,train/bonafide/iphone15pro/chinese-142_03.jpg,train/attack/digital_1/iphone15pro/chinese-142_03.jpg,train/attack/digital_2/iphone15pro/chinese-142_03.jpg,test/attack/digital_3/iphone15pro/chinese-142_03.jpg,1.7014766916528266e-05,0.99998821869376064,0.99999997990093159,1.8338240826456101e-05,-10.981411933898926,11.348984718322754,17.722592353820801,-10.906503677368164,0,1,1,0,0,1,1,0,-0.99996988045293422,-0.99998164166010517,-0.99997576105651975,-22.255488395690918,-28.629096031188965,-25.442292213439941,1,1,1,1
8,chinese-142_03,scan,train/bonafide/scan/chinese-142_03.jpg,train/attack/digital_1/scan/chinese-142_03.jpg,train/attack/digital_2/scan/chinese-142_03.jpg,test/attack/digital_3/scan/chinese-142_03.jpg,9.8365509958824467e-06,0.99998738325139425,0.99999726845209969,1.0117295235243179e-05,-11.529395580291748,11.280472755432129,12.810639381408691,-11.501254081726074,0,1,1,0,0,1,1,0,-0.99997726595615899,-0.99998715115686443,-0.99998220855651165,-22.781726837158203,-24.311893463134766,-23.546810150146484,1,1,1,1
8,chinese-NF-1050,huawei,train/bonafide/huawei/chinese-NF-1050.jpg,train/attack/digital_1/huawei/chinese-NF-1050.jpg,train/attack/digital_2/huawei/chinese-NF-1050.jpg,test/attack/digital_3/huawei/chinese-NF-1050.jpg,4.8323085065469821e-07,0.99997223449173256,0.99977255135185805,4.9423339726987104e-07,-14.542770862579346,10.491688251495361,8.3883585929870605,-14.520257472991943,0,1,1,0,0,1,1,0,-0.99997174025833524,-0.99977205711846073,-0.99987189868839799,-25.011945724487305,-22.908616065979004,-23.960280895233154,1,1,1,1
8,chinese-NF-1050,iphone15pro,train/bonafide/iphone15pro/chinese-NF-1050.jpg,train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,train/attack/digital_2/iphone15pro/chinese-NF-1050.jpg,test/attack/digital_3/iphone15pro/chinese-NF-1050.jpg,5.8926179809946976e-07,0.99996980161628557,0.99999901681125347,7.2613924326296971e-07,-14.344394683837891,10.407691955566406,13.83246374130249,-14.135523319244385,0,1,1,0,0,1,1,0,-0.99996907547704228,-0.99999829067201018,-0.99998368307452623,-24.543215274810791,-27.967987060546875,-26.255601167678833,1,1,1,1
8,chinese-NF-1050,scan,train/bonafide/scan/chinese-NF-1050.jpg,train/attack/digital_1/scan/chinese-NF-1050.jpg,train/attack/digital_2/scan/chinese-NF-1050.jpg,test/attack/digital_3/scan/chinese-NF-1050.jpg,3.4230031604475916e-05,0.99999977110972105,0.99999878843412837,3.5409428930087025e-05,-10.282372951507568,15.290022850036621,13.623595714569092,-10.248497009277344,0,1,1,0,0,1,1,0,-0.99996436168079095,-0.99996337900519827,-0.99996387034299461,-25.538519859313965,-23.872092723846436,-24.7053062915802,1,1,1,1
8,chinese-NF-1085,huawei,train/bonafide/huawei/chinese-NF-1085.jpg,train/attack/digital_1/huawei/chinese-NF-1085.jpg,train/attack/digital_2/huawei/chinese-NF-1085.jpg,test/attack/digital_3/huawei/chinese-NF-1085.jpg,0.029896852791231533,0.99999841665977096,0.99999972356998135,0.02419002258697469,-3.4796491861343384,13.355972290039062,15.10130786895752,-3.6973276138305664,0,1,1,0,1,1,1,1,-0.97580839407279629,-0.97580970098300668,-0.97580904752790154,-17.053299903869629,-18.798635482788086,-17.925967693328857,1,0,1,0
8,chinese-NF-1085,iphone15pro,train/bonafide/iphone15pro/chinese-NF-1085.jpg,train/attack/digital_1/iphone15pro/chinese-NF-1085.jpg,train/attack/digital_2/iphone15pro/chinese-NF-1085.jpg,test/attack/digital_3/iphone15pro/chinese-NF-1085.jpg,7.5470925798910452e-06,0.9998562366855015,0.99999965459279616,6.5665146529653448e-06,-11.79434061050415,8.847198486328125,14.878541469573975,-11.933520793914795,0,1,1,0,0,1,1,0,-0.99984967017084858,-0.99999308807814324,-0.99992137912449586,-20.78071928024292,-26.81206226348877,-23.796390771865845,1,0,1,1
8,chinese-NF-1085,scan,train/bonafide/scan/chinese-NF-1085.jpg,train/attack/digital_1/scan/chinese-NF-1085.jpg,train/attack/digital_2/scan/chinese-NF-1085.jpg,test/attack/digital_3/scan/chinese-NF-1085.jpg,0.0003822767034685412,0.99998224286589943,0.99999994312192741,0.00061640160190825082,-7.8689835071563721,10.938705444335938,16.682355880737305,-7.3909952640533447,0,1,1,0,0,1,1,0,-0.99936584126399119,-0.99938354152001918,-0.99937469139200519,-18.329700708389282,-24.073351144790649,-21.201525926589966,1,1,1,1
8,chinese-NM-1092,huawei,train/bonafide/huawei/chinese-NM-1092.jpg,train/attack/digital_1/huawei/chinese-NM-1092.jpg,train/attack/digital_2/huawei/chinese-NM-1092.jpg,test/attack/digital_3/huawei/chinese-NM-1092.jpg,8.9265171073766098e-06,0.99999916559951163,0.99999638508608146,9.4016185731729305e-06,-11.62647533416748,13.996551513671875,12.530438899993896,-11.574619293212891,0,1,1,0,0,1,1,0,-0.99998976398093842,-0.99998698346750825,-0.99998837372422333,-25.571170806884766,-24.105058193206787,-24.838114500045776,1,1,1,1
8,chinese-NM-1092,iphone15pro,train/bonafide/iphone15pro/chinese-NM-1092.jpg,train/attack/digital_1/iphone15pro/chinese-NM-1092.jpg,train/attack/digital_2/iphone15pro/chinese-NM-1092.jpg,test/attack/digital_3/iphone15pro/chinese-NM-1092.jpg,1.7286299280073095e-05,0.99999987295381632,0.999993449672132,1.5722576721209217e-05,-10.965579032897949,15.878715038299561,11.935988903045654,-11.060397148132324,0,1,1,0,0,1,1,0,-0.99998415037709509,-0.99997772709541077,-0.99998093873625293,-26.939112186431885,-22.996386051177979,-24.967749118804932,1,0,1,1
8,chinese-NM-1092,scan,train/bonafide/scan/chinese-NM-1092.jpg,train/attack/digital_1/scan/chinese-NM-1092.jpg,train/attack/digital_2/scan/chinese-NM-1092.jpg,test/attack/digital_3/scan/chinese-NM-1092.jpg,1.2519992248499545e-05,0.99999817359308762,0.99994668108889406,1.3217011690315415e-05,-11.288171291351318,13.213158130645752,9.8391661643981934,-11.233992576599121,0,1,1,0,0,1,1,0,-0.9999849565813973,-0.99993346407720374,-0.99995921032930057,-24.447150707244873,-21.073158740997314,-22.760154724121094,1,1,1,1
8,french-019_03,huawei,train/bonafide/huawei/french-019_03.jpg,train/attack/digital_1/huawei/french-019_03.jpg,train/attack/digital_2/huawei/french-019_03.jpg,test/attack/digital_3/huawei/french-019_03.jpg,0.0033510858576182743,0.99999391072829424,0.99999894929680933,0.0043335991018355891,-5.6951141357421875,12.008975982666016,13.766049861907959,-5.4370138645172119,0,1,1,0,0,1,1,0,-0.99566031162645863,-0.99566535019497371,-0.99566283091071617,-17.445989847183228,-19.203063726425171,-18.324526786804199,1,1,1,1
8,french-019_03,iphone15pro,train/bonafide/iphone15pro/french-019_03.jpg,train/attack/digital_1/iphone15pro/french-019_03.jpg,train/attack/digital_2/iphone15pro/french-019_03.jpg,test/attack/digital_3/iphone15pro/french-019_03.jpg,0.00032304049370484949,0.99997695532759079,0.99993233968582163,0.00027628068921680744,-8.037409782409668,10.67805290222168,9.6009430885314941,-8.1938169002532959,0,1,1,0,0,1,1,0,-0.99970067463837398,-0.99965605899660481,-0.99967836681748945,-18.871869802474976,-17.79475998878479,-18.333314895629883,1,0,1,1
8,french-019_03,scan,train/bonafide/scan/french-019_03.jpg,train/attack/digital_1/scan/french-019_03.jpg,train/attack/digital_2/scan/french-019_03.jpg,test/attack/digital_3/scan/french-019_03.jpg,0.015016824987873942,0.99997806649524423,0.99997373578622373,0.010620812114243514,-4.1834533214569092,10.727473258972168,10.547276973724365,-4.5342621803283691,0,1,1,0,1,1,1,1,-0.98935725438100075,-0.98935292367198024,-0.9893550890264905,-15.261735439300537,-15.081539154052734,-15.171637296676636,1,0,1,0
8,french-114_03,huawei,train/bonafide/huawei/french-114_03.jpg,train/attack/digital_1/huawei/french-114_03.jpg,train/attack/digital_2/huawei/french-114_03.jpg,test/attack/digital_3/huawei/french-114_03.jpg,0.00029271537357018898,0.99985056068637779,0.99999894270945788,0.00046723650625646052,-8.1360170841217041,8.8084707260131836,13.759799957275391,-7.6682076454162598,0,1,1,0,0,1,1,0,-0.99938332418012132,-0.99953170620320142,-0.99945751519166137,-16.476678371429443,-21.42800760269165,-18.952342987060547,1,1,1,1
8,french-114_03,iphone15pro,train/bonafide/iphone15pro/french-114_03.jpg,train/attack/digital_1/iphone15pro/french-114_03.jpg,train/attack/digital_2/iphone15pro/french-114_03.jpg,test/attack/digital_3/iphone15pro/french-114_03.jpg,0.0010488031858295371,0.99991060391808595,0.99999225807331682,0.0014404465609682985,-6.8590562343597412,9.3223443031311035,11.768852233886719,-6.54136061668396,0,1,1,0,0,1,1,0,-0.99847015735711764,-0.99855181151234851,-0.99851098443473307,-15.863704919815063,-18.310212850570679,-17.086958885192871,1,1,1,1
8,french-114_03,scan,train/bonafide/scan/french-114_03.jpg,train/attack/digital_1/scan/french-114_03.jpg,train/attack/digital_2/scan/french-114_03.jpg,test/attack/digital_3/scan/french-114_03.jpg,0.058000189587666298,0.9999975764482617,0.99999894915701715,0.094410851681749119,-2.7875587940216064,12.93027400970459,13.76591682434082,-2.2609297037124634,0,1,1,0,1,1,1,1,-0.90558672476651259,-0.90558809747526803,-0.90558741112089025,-15.191203713417053,-16.026846528053284,-15.609025120735168,1,1,1,0
8,french-124_03,huawei,train/bonafide/huawei/french-124_03.jpg,train/attack/digital_1/huawei/french-124_03.jpg,train/attack/digital_2/huawei/french-124_03.jpg,test/attack/digital_3/huawei/french-124_03.jpg,0.00027508746163967899,0.99986376479048189,0.99980397927335807,0.00033315924665837122,-8.1981463432312012,8.9009914398193359,8.5370941162109375,-8.0065567493438721,0,1,1,0,0,1,1,0,-0.99953060554382356,-0.99947082002669974,-0.99950071278526165,-16.907548189163208,-16.54365086555481,-16.725599527359009,1,1,1,1
8,french-124_03,iphone15pro,train/bonafide/iphone15pro/french-124_03.jpg,train/attack/digital_1/iphone15pro/french-124_03.jpg,train/attack/digital_2/iphone15pro/french-124_03.jpg,test/attack/digital_3/iphone15pro/french-124_03.jpg,0.00061728639940003408,0.99991965436210806,0.99999613418652633,0.00056711836058840985,-7.3895599842071533,9.4290924072265625,12.463334560394287,-7.4743752479553223,0,1,1,0,0,1,1,0,-0.99935253600151963,-0.99942901582593791,-0.99939077591372882,-16.903467655181885,-19.937709808349609,-18.420588731765747,1,0,1,1
8,french-124_03,scan,train/bonafide/scan/french-124_03.jpg,train/attack/digital_1/scan/french-124_03.jpg,train/attack/digital_2/scan/french-124_03.jpg,test/attack/digital_3/scan/french-124_03.jpg,0.0087722856442210527,0.99976689737439162,0.99998865505942891,0.010971334207827706,-4.7273468971252441,8.3637986183166504,11.386727333068848,-4.5014374256134033,0,1,1,0,0,1,1,1,-0.98879556316656392,-0.98901732085160121,-0.98890644200908251,-12.865236043930054,-15.888164758682251,-14.376700401306152,1,1,1,0
8,french-128_03,huawei,train/bonafide/huawei/french-128_03.jpg,train/attack/digital_1/huawei/french-128_03.jpg,train/attack/digital_2/huawei/french-128_03.jpg,test/attack/digital_3/huawei/french-128_03.jpg,0.0008694599683649819,0.99996060748315463,0.99999606893460802,0.0017771213662697799,-7.0467684268951416,10.141895294189453,12.446596145629883,-6.3309817314147949,0,1,1,0,0,1,1,0,-0.9981834861168849,-0.99821894756833829,-0.99820121684261165,-16.472877025604248,-18.777577877044678,-17.625227451324463,1,1,1,1
8,french-128_03,iphone15pro,train/bonafide/iphone15pro/french-128_03.jpg,train/attack/digital_1/iphone15pro/french-128_03.jpg,train/attack/digital_2/iphone15pro/french-128_03.jpg,test/attack/digital_3/iphone15pro/french-128_03.jpg,0.00036176762024318112,0.99964548297052913,0.99952614330818323,0.00045937739331566516,-7.9241466522216797,7.9443995952606201,7.6541316509246826,-7.6851789951324463,0,1,1,0,0,1,1,0,-0.99918610557721343,-0.99906676591486754,-0.99912643574604054,-15.629578590393066,-15.339310646057129,-15.484444618225098,1,1,1,1
8,french-128_03,scan,train/bonafide/scan/french-128_03.jpg,train/attack/digital_1/scan/french-128_03.jpg,train/attack/digital_2/scan/french-128_03.jpg,test/attack/digital_3/scan/french-128_03.jpg,0.015187984290267976,0.99956084835196612,0.99996369086495185,0.028740349254392668,-4.1719461679458618,7.7302265167236328,10.223404884338379,-3.520291805267334,0,1,1,0,1,1,1,1,-0.97082049909757351,-0.97122334161055923,-0.97102192035406631,-11.250518321990967,-13.743696689605713,-12.49710750579834,1,1,1,0
8,french-NF-1047,huawei,train/bonafide/huawei/french-NF-1047.jpg,train/attack/digital_1/huawei/french-NF-1047.jpg,train/attack/digital_2/huawei/french-NF-1047.jpg,test/attack/digital_3/huawei/french-NF-1047.jpg,0.014512722170063632,0.99999986614212022,0.99999983814606908,0.031807691289830423,-4.2181105613708496,15.826487064361572,15.636571407318115,-3.4157226085662842,0,1,1,0,1,1,1,1,-0.96819217485228981,-0.96819214685623867,-0.96819216085426429,-19.242209672927856,-19.052294015884399,-19.147251844406128,1,1,1,0
8,french-NF-1047,iphone15pro,train/bonafide/iphone15pro/french-NF-1047.jpg,train/attack/digital_1/iphone15pro/french-NF-1047.jpg,train/attack/digital_2/iphone15pro/french-NF-1047.jpg,test/attack/digital_3/iphone15pro/french-NF-1047.jpg,0.0015184542483280611,0.99999975630074378,0.99999861929332112,0.0017063079929800825,-6.4885427951812744,15.227330684661865,13.492913722991943,-6.3717155456542969,0,1,1,0,0,1,1,0,-0.99829344830776368,-0.99829231130034102,-0.99829287980405235,-21.599046230316162,-19.86462926864624,-20.731837749481201,1,1,1,1
8,french-NF-1047,scan,train/bonafide/scan/french-NF-1047.jpg,train/attack/digital_1/scan/french-NF-1047.jpg,train/attack/digital_2/scan/french-NF-1047.jpg,test/attack/digital_3/scan/french-NF-1047.jpg,0.0012731337391009342,0.99999977347153757,0.99999889482271609,0.0022841317618883224,-6.6649999618530273,15.300395011901855,13.715503692626953,-6.0794825553894043,0,1,1,0,0,1,1,0,-0.99771564170964921,-0.99771476306082774,-0.99771520238523848,-21.37987756729126,-19.794986248016357,-20.587431907653809,1,1,1,1
